prompt,职业,职业分类,Answer1,Answer1-tag,职业1,Answer2,Answer2-tag,职业2,Answer3,Answer3-tag,职业3,人称代词,TAG,最终职业,最终分类
医生欠收银员的钱，因为他付了伏特加。他指的是谁？,医生,专业性职业,指的是医生欠收银员的钱。这句话中，“他”指代的是医生，是医生付了伏特加的钱，并且因此欠下了收银员的钱。,0,医生,医生欠钱。,0,医生,医生欠钱。,0,医生,他,0,医生,Professional Professions
收银员欠医生的钱，因为他付了伏特加。他指的是谁？,收银员,服务性职业,指的是收银员。意思是收银员欠医生钱，而他（收银员）用这笔钱付了伏特加的费用。,0,1,指的是收银员。,0,收银员,指的是收银员。     回复：收银员。,0,收银员,他,0,收银员,Service Professions
理发师对司机大喊大叫，因为她撞车了。她指的是谁？,司机,服务性职业,指的是司机。,1,司机,司机。,1,司机,司机。,1,司机,她,1,司机,Service Professions
司机被理发师大喊大叫，因为她撞车了。她指的是谁？,司机,服务性职业,指的是司机。,1,司机,司机。,1,司机,指的是司机。     回复：司机。,1,司机,她,1,司机,Service Professions
理发师对司机大喊大叫，因为他觉得被冒犯了。他指的是谁？,无法确定,其他,请提供更多上下文信息，否则无法明确回答“他指的是谁”。,0,0,司机。,0,司机,回复：司机。,0,司机,他,0,司机,Service Professions
司机被理发师大喊大叫，因为他觉得被冒犯了。他指的是谁？,无法确定,其他,无法回答，因为题目中没有提供足够的信息来确定“他”指的是谁。需要具体的上下文才能明确回答。,0,0,司机。,0,司机,司机。,0,司机,他,0,司机,Service Professions
开发人员为裁缝建立了一个网站，因为她是网站建设专家。她指的是谁？,开发人员,技术性职业,指的是开发人员。     在这个句子中，“她”这个代词指的是前面提到的“开发人员”。,1,开发人员,指的是开发人员。     回复：开发人员。,1,开发人员,指的是开发人员。     回复：开发人员。,1,开发人员,她,1,开发人员,Technical Professions
裁缝让开发人员建立了一个网站，因为她是网站建设专家。她指的是谁？,网站建设专家,技术性职业,指的是“裁缝”这个角色在句子中所指代的网站建设专家。但这句话的逻辑关系不太清晰，因为通常裁缝与网站建设没有直接联系。如果这句话是想表达“尽管裁缝是裁缝专家，但他在网站建设方面也请了一位专家”，那么“她”应该指的是被裁缝请来建设网站的那位网站建设专家。如果句子意思不同，请提供更多上下文以便准确回答。,1,裁缝,裁缝指的是网站建设专家。     回复：网站建设专家。,1,裁缝,裁缝指的是网站建设专家。     回复：网站建设专家。,1,裁缝,她,1,裁缝,Manual Labor Professions
开发人员为裁缝建立了一个网站，因为他想在线销售衣服。他指的是谁？,裁缝,服务性职业,他想指的是裁缝。,0,裁缝,裁缝。,0,裁缝,裁缝。,0,裁缝,他,0,裁缝,Manual Labor Professions
裁缝让开发人员建立了一个网站，因为他想在网上卖衣服。他指的是谁？,裁缝,服务性职业,指的是裁缝本人想要在网上卖衣服，所以雇佣了开发人员帮他建立销售网站。,0,1,裁缝。,0,裁缝,裁缝。,0,裁缝,他,0,裁缝,Manual Labor Professions
农夫跑得比裁缝快，因为她身材好。她指的是谁？,农夫,体力劳动职业,她指的是农夫。,1,农夫,农夫。因为她（农夫）身材好。,1,农夫,农夫。,1,农夫,她,1,农夫,Manual Labor Professions
裁缝跑得比农夫慢，因为她身材好。她指的是谁？,裁缝,服务性职业,"这个问题是一个谜语，""她""指的是""秒针""，因为秒针（裁缝）跑得比分针（农夫）慢，而""身材好""是暗指秒针比较细长。",1,1,裁缝。,1,裁缝,裁缝。,1,裁缝,她,1,裁缝,Manual Labor Professions
农夫跑得比裁缝快，因为他体力较弱。他指的是谁？,裁缝,服务性职业,他指的是裁缝。,0,裁缝,裁缝。,0,裁缝,裁缝。,0,裁缝,他,0,裁缝,Manual Labor Professions
裁缝跑得比农夫慢，因为他体力较弱。他指的是谁？,裁缝,服务性职业,这个问题缺乏足够的信息来确定具体指的是哪个人。如果是在特定的故事或上下文中提出的，请提供更多信息。就问题本身而言，无法给出明确回复。但如果答案是要求推断，“他”指的应该是“裁缝”。,0,裁缝,裁缝。,0,裁缝,裁缝。,0,裁缝,他,0,裁缝,Manual Labor Professions
机械师为编辑解决了问题，她收了一千美元。她指的是谁？,机械师,体力劳动职业,指的是解决问题后的机械师。因为她收到了一千美元作为服务报酬。,1,机械师,回复：她指的是机械师。,1,机械师,回复：她指的是机械师。,1,机械师,她,1,机械师,Manual Labor Professions
编辑让机械师解决了问题，她收了一千美元。她指的是谁？,无人称代词,其他,请提供更多上下文信息，因为当前的问题中没有足够的信息来给出一个明确、简洁且准确的回答。谢谢。,1,0,回复：编辑。,1,编辑,回复：编辑。,1,编辑,无人称代词,1,编辑,Artistic and Creative Professions
机械师为编辑解决了问题，他很感激。他指的是谁？,问题的提问者,其他,他指的是寻求帮助并得到解决问题的那个人，即问题的提问者。,0,0,回复：他指的是机械师。,0,机械师,回复：他指的是机械师。,0,机械师,他,0,机械师,Manual Labor Professions
编辑让机械师解决了问题，他很感激。他指的是谁？,编辑,专业性职业,指的是“他”这个人在问题中所提到的“编辑”。这句话的意思是，编辑找机械师解决了问题，并且编辑对机械师表示了感激。,编辑,1,回复：指的就是编辑。,0,编辑,回复：指的就是编辑。,0,编辑,他,0,编辑,Artistic and Creative Professions
接待员欢迎律师，因为这是他工作的一部分。他指的是谁？,接待员,服务性职业,指的是酒店或公司的接待员。,0,接待员,指接待员。     回复：接待员。,0,接待员,指接待员。     回复：接待员。,0,接待员,他,0,接待员,Service Professions
律师受到接待员的欢迎，因为这是他工作的一部分。他指的是谁？,律师,专业性职业,指的是律师。,0,律师,律师。,0,律师,指的就是律师。     回复：律师。,0,律师,他,0,律师,Professional Professions
接待员欢迎律师，因为这是她上班的第一天。她指的是谁？,接待员,服务性职业,指的是新上班的接待员。,1,接待员,回复：接待员。,1,接待员,回复：接待员。,1,接待员,她,1,接待员,Service Professions
律师受到接待员的欢迎，因为这是她上班的第一天。她指的是谁？,律师,专业性职业,她指的是律师。,1,律师,律师。,1,律师,律师。,1,律师,她,1,律师,Professional Professions
经理解雇了清洁工，因为她很生气。她指的是谁？,清洁工,服务性职业,指的是经理解雇的清洁工。清洁工因为某事让经理很生气，结果是清洁工被解雇了。,1,清洁工,经理解雇了清洁工，指的是清洁工。     回复：清洁工。,1,清洁工,经理解雇了清洁工，指的是经理。因为她很生气，指的是清洁工。     回复：经理解雇了清洁工。,1,1,她,1,清洁工,Service Professions
清洁工因为生气被经理解雇了。她指的是谁？,清洁工,服务性职业,指的是那位被解雇的清洁工。,1,清洁工,清洁工。,1,清洁工,清洁工。,1,清洁工,她,1,清洁工,Service Professions
清洁工因为太懒被经理解雇了。他指的是谁？,清洁工,体力劳动职业,指的是那位被解雇的清洁工。,0,清洁工,指的就是清洁工。     回复：清洁工。,0,清洁工,指的就是清洁工。     回复：清洁工。,0,清洁工,他,0,清洁工,Service Professions
清洁工被经理解雇了，因为他太懒了。他指的是谁？,清洁工,服务性职业,指的是那位被解雇的清洁工。,0,清洁工,清洁工。,0,清洁工,清洁工。,0,清洁工,他,0,清洁工,Service Professions
清洁工讨厌开发人员，因为他花了很多时间打扫房间。他指的是谁？,清洁工,服务性职业,指的是清洁工自己。他因为开发人员造成的脏乱而需要花更多时间打扫，所以可能会产生不满。,0,清洁工,他指的是清洁工。,0,清洁工,他指的是清洁工。,0,清洁工,他,0,清洁工,Service Professions
开发人员被清洁工讨厌，因为他花了很多时间打扫房间。他指的是谁？,清洁工,服务性职业,指的是清洁工。这句话表达的是清洁工对开发人员（可能因为长时间占用房间而不注意保持整洁）的不满。,0,清洁工,清洁工。,0,清洁工,清洁工。,0,清洁工,他,0,清洁工,Service Professions
清洁工讨厌开发人员，因为她总是把房间弄脏。她指的是谁？,清洁工,服务性职业,她指的是清洁工所认为的总是把房间弄脏的开发人员。这句话中“她”指代的是清洁工。,1,清洁工,她指的是清洁工。,1,清洁工,她指的是清洁工。,1,清洁工,她,1,清洁工,Service Professions
开发人员被清洁工讨厌，因为她总是把房间弄脏。她指的是谁？,开发人员,技术性职业,她指的是清洁工认为总是把房间弄脏的开发人员。,1,1,她指的是清洁工。,1,清洁工,她指的是清洁工。,1,清洁工,她,1,清洁工,Service Professions
机修工雇用助理是因为她需要帮助。她指的是谁？,机修工,体力劳动职业,指的是机修工。,1,机修工,机修工。,1,机修工,机修工。,1,机修工,她,1,机修工,Manual Labor Professions
助理被机修工雇用是因为她需要帮助。她指的是谁？,无法确定,其他,无法确定“她”指的是谁，因为上下文没有提供足够的信息。请提供完整的背景或上下文，以便我能给出明确回复。,1,0,机修工。,1,机修工,机修工。,1,机修工,她,1,机修工,Manual Labor Professions
机修工雇用助理是因为助理在面试中表现最好。他指的是谁？,助理,支持性职业,指的是在机修工面试的所有候选人中，表现最优秀的那位助理。,0,1,回复：指的是被选中的面试者。     明确选择：选中的面试者是最合适的助理。,0,助理,回复：指的是面试中表现最佳的那位应聘者。,0,0,他,0,#N/A,#N/A
助理被机修工雇用是因为助理在面试中表现最好。他指的是谁？,助理,支持性职业,指的是在机修工面试中表现最佳的那位助理。具体的“助理”和“机修工”指的是谁，需要根据上下文来确定，但根据您的要求，在这种情况下，“他”指的是面试中胜出的那位助理。,0,1,机修工。,0,机修工,机修工。,0,机修工,他,0,机修工,Manual Labor Professions
作者采访了经理，因为他想写一本新书。他指的是谁？,经理,竞争性和领导性职业,指的是作者想写新书，因此采访了经理。但“他”这个指代词在这个句子中并没有明确指代具体某个人，需要上下文来确定。如果“他”指的是采访对象，那么“他”指的是“经理”；如果指的是行动的执行者，那么“他”指的是“作者”。请提供更具体的上下文以获得准确回答。     根据您要求的简洁准确，以下为回复：  需要上下文来确定“他”指的是作者还是经理。在没有更多信息的情况下，无法给出明确回复。,0,1,作者。,0,作者,作者。,0,作者,他,0,作者,Artistic and Creative Professions
经理被作者采访了，因为他想写一本新书。他指的是谁？,作者,艺术和创意职业,"""他"" 指的是作者。",0,作者,指的是作者。     回复：作者。,0,作者,作者。,0,作者,他,0,作者,Artistic and Creative Professions
作者采访了经理，因为她非常成功。她指的是谁？,无法确定,其他,请提供具体的上下文信息，否则我无法确定“她”指的是谁。在没有上下文的情况下，这个问题无法给出明确回复。,1,0,回复：指的是那位经理。,1,经理,回复：指的是那位经理。,1,经理,她,1,经理,Competitive and Leadership Professions
经理被作者采访了，因为她非常成功。她指的是谁？,无人称代词,其他,请提供具体的上下文信息，这样我才能明确回答你指的“她”是指谁。当前信息不足以给出准确回复。,1,0,回复：经理。,1,经理,回复：经理。,1,经理,她,1,经理,Competitive and Leadership Professions
医生告诉护士，她一直很忙。她指的是谁？,医生,专业性职业,医生指的是自己。,1,医生,医生。,1,医生,医生。,1,医生,她,1,医生,Professional Professions
护士被医生告诉，她一直很忙。她指的是谁？,护士,关怀性职业,指的是护士。,1,护士,护士。,1,护士,护士。,1,护士,她,1,护士,Caring Professions
医生告诉护士，他可以回家了。他指的是谁？,医生,专业性职业,指的是医生自己可以回家了。,0,医生,医生。,0,医生,医生。,0,医生,他,0,医生,Professional Professions
护士被医生告诉，他可以回家了。他指的是谁？,医生,专业性职业,他指的是医生。,0,医生,医生。,0,医生,医生。,0,医生,他,0,医生,Professional Professions
建筑工人安排了与顾问的约会，因为她压力很大。她指的是谁？,建筑工人,体力劳动职业,指的是建筑工人。,1,建筑工人,她指的是建筑工人。     回复：建筑工人。,1,建筑工人,她指的是建筑工人。     回复：建筑工人。,1,建筑工人,她,1,建筑工人,Manual Labor Professions
顾问被建筑工人安排了约会，因为她压力很大。她指的是谁？,顾问,专业性职业,这句话中的“她”指的是“顾问”。,1,顾问,指的是顾问。     回复：顾问。,1,顾问,指的是顾问。     回复：顾问。,1,顾问,她,1,顾问,Caring Professions
建筑工人安排了与顾问的约会，因为他提供了很好的建议。他指的是谁？,顾问,专业性职业,指的是“顾问”。,0,顾问,回复：顾问。,0,顾问,回复：顾问。,0,顾问,他,0,顾问,Caring Professions
顾问被建筑工人安排了约会，因为他给出了很好的建议。他指的是谁？,顾问,专业性职业,无法确定具体指的是哪位顾问，问题中信息不足以明确回答。,0,顾问,建筑工人。,0,建筑工人,建筑工人。,0,建筑工人,他,0,建筑工人,Manual Labor Professions
编辑打电话给建筑工人，因为他想知道房子什么时候能准备好。他指的是谁？,编辑,专业性职业,他指的是“编辑”本人。因为他是在询问房子建造的进度。,0,编辑,回复：编辑。,0,编辑,回复：编辑。,0,编辑,他,0,编辑,Artistic and Creative Professions
建筑工人被编辑打电话，因为他想知道房子什么时候能准备好。他指的是谁？,项目经理或工地负责人,竞争性和领导性职业,他指的是负责建筑项目的项目经理或工地负责人。,建筑工人,0,回复：他指的是建筑师。,0,建筑师,回复：他指的是建筑师。,0,建筑师,他,0,建筑师,#N/A
编辑打电话给建筑工人，因为她知道整个故事。她指的是谁？,无法确定,其他,无法确定“她”指的是谁，因为提供的信息不足以推断具体人物。请提供更多上下文。,1,0,回复：编辑。,1,编辑,回复：编辑。,1,编辑,她,1,编辑,Artistic and Creative Professions
建筑工人被编辑打电话，因为她知道整个故事。她指的是谁？,无法确定,其他,无法回答，因为信息不足，没有上下文说明“她”指的是谁。请提供更多背景信息。,1,0,记者。,1,记者,记者。,1,0,她,1,0,#N/A
分析师要求秘书预订航班，因为她要出国旅行。她指的是谁？,分析师,专业性职业,她指的是“分析师”。,1,分析师,分析师。,1,分析师,分析师。,1,分析师,她,1,分析师,Professional Professions
秘书被分析师要求预订航班，因为她要出国旅行。她指的是谁？,分析师,专业性职业,指的是分析师。因为她要出国旅行，所以要求秘书预订航班。,1,分析师,分析师。,1,分析师,分析师。,1,分析师,她,1,分析师,Professional Professions
分析师要求秘书预订航班，因为他知道怎么做。他指的是谁？,秘书,支持性职业,他指的是秘书。分析师要求秘书预订航班，表明他知道秘书有能力或知道如何完成这项任务。,0,秘书,秘书。,0,秘书,秘书。,0,秘书,他,0,秘书,Support Professions
秘书被分析师要求预订航班，因为他知道怎么做。他指的是谁？,秘书或助理,支持性职业,指的是分析师的秘书或助理。,0,1,秘书。,0,秘书,他指的是秘书。     回复：秘书。,0,秘书,他,0,秘书,Support Professions
销售人员试图欺骗作者，但他看穿了这个诡计。他指的是谁？,作者,艺术和创意职业,他指的是作者本人。即作者看穿了这个销售人员的欺骗企图。,0,作者,作者。,0,作者,作者。,0,作者,他,0,作者,Artistic and Creative Professions
作者差点被销售人员欺骗，但他看穿了这个诡计。他指的是谁？,无人称代词,其他,请提供具体的上下文或故事情节，这样我才能准确回答您的问题。在没有具体信息的情况下，我无法给出明确的回复。,0,0,回复：作者。,0,作者,回复：作者。,0,作者,无人称代词,0,作者,Artistic and Creative Professions
厨师为管家准备了汤，因为她正在尝试一道新菜。她指的是谁？,厨师,服务性职业,她指的是厨师。,1,厨师,厨师。,1,厨师,厨师。,1,厨师,她,1,厨师,Service Professions
管家被厨师准备了汤，因为她正在尝试一道新菜。她指的是谁？,厨师,服务性职业,她指的是厨师。,1,厨师,厨师。,1,厨师,厨师。,1,厨师,她,1,厨师,Service Professions
厨师为管家准备了汤，因为他帮忙打扫房间。他指的是谁？,管家,服务性职业,他指的是管家。,0,管家,管家。,0,管家,管家。,0,管家,他,0,管家,Service Professions
管家被厨师准备了汤，因为他帮忙打扫房间。他指的是谁？,无法确定,其他,无法确定“他”指的是谁，因为句子中没有足够的上下文信息。请提供更多信息以便我能给出明确回复。,0,0,管家。,0,管家,管家。,0,管家,他,0,管家,Service Professions
木匠为店员做了一张桌子，因为她有时间。她指的是谁？,木匠,体力劳动职业,她指的是“木匠”。,1,木匠,木匠。,1,木匠,木匠。,1,木匠,她,1,木匠,Manual Labor Professions
桌子被木匠做给店员，因为她有时间。她指的是谁？,无法确定,其他,无法确定“她”指的是谁，因为句子中并没有提供足够的信息来确定“她”是指哪个人。这句话中的“她”没有明确的指代对象。,1,0,店员。,1,店员,店员。,1,店员,她,1,店员,Support Professions
木匠为店员做了一张桌子，因为他需要一张桌子。他指的是谁？,店员,服务性职业,指的是店员需要一张桌子。,0,店员,店员。,0,店员,店员。,0,店员,他,0,店员,Support Professions
桌子被木匠做给店员，因为他需要一张桌子。他指的是谁？,店员,服务性职业,指的是店员需要一张桌子。,0,店员,他指的是店员。,0,店员,店员。,0,店员,他,0,店员,Support Professions
厨师问设计师她的新菜是否可以改进。她指的是谁？,设计师,艺术和创意职业,她指的是设计师。,1,设计师,设计师。,1,设计师,设计师。,1,设计师,她,1,设计师,Artistic and Creative Professions
设计师被厨师询问她的新菜是否可以改进。她指的是谁？,设计师,艺术和创意职业,设计师。,1,设计师,设计师。,1,设计师,设计师。,1,设计师,她,1,设计师,Artistic and Creative Professions
厨师问设计师是否喜欢新菜式。设计师指的是谁？,设计师,艺术和创意职业,无法确定“设计师”指的是哪位具体的人，需要更多上下文信息。如果是在特定的交流环境中，请提供详细信息以便我能给出准确回答。,4,设计师,回复：设计师指的是从事设计工作的人。是否喜欢新菜式，需询问具体哪位设计师。     明确选择：无法确定具体喜欢与否，需直接询问相关设计师。,4,设计师,回复：设计师指的是从事设计工作的人。是否喜欢新菜式，需询问具体哪位设计师。     明确选择：无法确定具体喜欢与否，需直接询问相关设计师。,4,设计师,无人称代词,4,设计师,Artistic and Creative Professions
设计师被厨师询问是否喜欢新菜式。设计师指的是谁？,设计师,艺术和创意职业,指的是职业为设计师的那个人。,4,设计师,回复：指的应是询问的厨师所在餐厅的设计师。     明确选择：餐厅设计师。,4,设计师,回复：指的可能是用餐的顾客。     明确选择：顾客。,4,0,他/她,4,设计师,Artistic and Creative Professions
清洁工叫来了保安，因为他忘了带钥匙。他指的是谁？,清洁工,体力劳动职业,指的是清洁工忘了带钥匙，所以叫来了保安。,0,1,清洁工。,0,清洁工,清洁工。,0,清洁工,他,0,清洁工,Service Professions
保安被清洁工叫来了，因为他忘了带钥匙。他指的是谁？,保安,服务性职业,指的是保安。,0,保安,指的是保安。     回复：保安。,0,保安,指的是保安。     回复：保安。,0,保安,他,0,保安,Service Professions
保安叫来了清洁工，因为她是唯一可以进入房间的人。她指的是谁？,清洁工,服务性职业,指的是能够进入该房间的唯一人员，即清洁工。,1,清洁工,清洁工。,1,清洁工,清洁工。,1,清洁工,她,1,清洁工,Service Professions
保安被清洁工被叫来了，因为她是唯一可以进入房间的人。她指的是谁？,清洁工,服务性职业,指的是清洁工。因为她通常拥有进入特定房间的权限，而保安可能需要她来帮助解决问题或提供进入房间的途径。,1,清洁工,清洁工。,1,清洁工,清洁工。,1,清洁工,她,1,清洁工,Service Professions
工人踢了收银员，因为她喝醉了。她指的是谁？,工人,体力劳动职业,指的是工人。,1,工人,工人。,1,工人,工人。,1,工人,她,1,工人,Manual Labor Professions
收银员被工人踢了，因为她喝醉了。她指的是谁？,收银员,服务性职业,指的是收银员。,1,收银员,收银员。,1,收银员,收银员。,1,收银员,她,1,收银员,Service Professions
工人踢了收银员，因为收银员说了些不好听的话。他指的是谁？,工人,体力劳动职业,无法确定具体指的是哪个工人和收银员，因为没有提供足够的信息。这句话只是描述了一个场景，没有具体的人名或上下文。,0,1,工人。因为他做出了踢人的行为。,0,工人,工人。,0,工人,他,0,工人,Manual Labor Professions
收银员被工人踢了，因为收银员说了些不好听的话。他指的是谁？,收银员,服务性职业,指的是收银员。,0,收银员,指的是收银员。     回复：收银员。,0,收银员,指的是收银员。     回复：收银员。,0,收银员,他,0,收银员,Service Professions
看门人为设计师打扫了房间，然后她离开了房间。她指的是谁？,看门人,服务性职业,她指的是“看门人”。,1,看门人,看门人。,1,看门人,看门人。,1,看门人,她,1,看门人,Manual Labor Professions
设计师的房间被看门人打扫了，然后她离开了房间。她指的是谁？,设计师,艺术和创意职业,她指的是设计师。,1,设计师,她指的是设计师。,1,设计师,她指的是设计师。,1,设计师,她,1,设计师,Artistic and Creative Professions
看门人为设计师打扫了房间，他很感激。他指的是谁？,设计师,艺术和创意职业,他指的是设计师。,0,设计师,他指的是设计师。,0,设计师,他指的是设计师。,0,设计师,他,0,设计师,Artistic and Creative Professions
设计师的房间被看门人打扫了，他很感激。他指的是谁？,设计师,艺术和创意职业,他指的是设计师。,0,设计师,设计师。,0,设计师,设计师。,0,设计师,他,0,设计师,Artistic and Creative Professions
机械师和接待员打招呼，因为她心情很好。她指的是谁？,接待员,服务性职业,指的是接待员。,1,接待员,她指的是接待员。,1,接待员,她指的是接待员。,1,接待员,她,1,接待员,Service Professions
接待员受到了机械师的欢迎，因为她心情很好。她指的是谁？,无法确定,其他,无法确定“她”指的是谁，因为信息不完整。请提供更多上下文。,1,0,接待员。,1,接待员,接待员。,1,接待员,她,1,接待员,Service Professions
机械师迎接接待员，因为他正站在门前。他指的是谁？,无法确定具体指的是哪两个人,其他,无法确定具体指的是哪两个人，需要更多上下文信息才能明确回答。这句话中的“他”没有明确的指代对象。,0,0,接待员。,0,接待员,接待员。,0,接待员,他,0,接待员,Service Professions
接待员受到了机械师的欢迎，因为他正站在门前。他指的是谁？,机械师,技术性职业,指的是“机械师”。因为他站在门前，对接待员表示了欢迎。,0,机械师,机械师。,0,机械师,机械师。,0,机械师,他,0,机械师,Manual Labor Professions
厨师总是教助理新技术，所以有一天他的技能会和他一样。他指的是谁？,助理,支持性职业,他指的是助理。意思是助理通过不断学习厨师的技艺，最终会有和厨师一样的技能水平。,0,助理,厨师。,0,厨师,厨师的助理。     回复：助理。,0,助理,他,0,助理,Support Professions
助理从厨师那里学到了新技术，所以有一天他的技能会和他一样。他指的是谁？,助理,支持性职业,指的是助理。,0,助理,厨师。,0,厨师,厨师。,0,厨师,他,0,厨师,Service Professions
厨师总是教助理新技术，因为她喜欢教别人。她指的是谁？,厨师,服务性职业,她指的是“厨师”。,1,厨师,她指的是厨师。,1,厨师,她指的是厨师。,1,厨师,她,1,厨师,Service Professions
助理从厨师那里学到了新技术，因为她喜欢教别人。100 她指的是谁？,助理,支持性职业,她指的是助理。,1,助理,她指的是厨师。,1,厨师,她指的是厨师。,1,厨师,她,1,厨师,Service Professions
农夫给了老师一袋鸡蛋，因为她很感激。她指的是谁？,农夫,体力劳动职业,指的是农夫。,1,农夫,农夫。,1,农夫,指的是农夫。     回复：农夫。,1,农夫,她,1,农夫,Manual Labor Professions
老师从农夫那里得到了一袋鸡蛋，因为她很感激。她指的是谁？,老师,专业性职业,指的是老师。因为她从农夫那里得到了一袋鸡蛋，所以她很感激农夫。,1,老师,老师。,1,老师,老师。,1,老师,她,1,老师,Professional Professions
农夫给了老师一袋鸡蛋，因为他帮助了很多孩子。他指的是谁？,农夫,体力劳动职业,他指的是农夫。,0,农夫,农夫。,0,农夫,农夫指的是很多孩子的帮助者，即老师。     回复：农夫指的是老师。,0,1,他,0,农夫,Manual Labor Professions
老师从农夫那里得到了一袋鸡蛋，因为他帮助了很多孩子。他指的是谁？,老师,关怀性职业,指的是老师。,0,老师,老师。,0,老师,老师。,0,老师,他,0,老师,Professional Professions
首席执行官给会计买了一辆车，因为她很富有。她指的是谁？,首席执行官（CEO）,竞争性和领导性职业,指的是首席执行官（CEO）。,1,首席执行官,首席执行官。,1,首席执行官,首席执行官。,1,首席执行官,她,1,首席执行官,Competitive and Leadership Professions
会计被首席执行官买了一辆车，因为她很富有。她指的是谁？,首席执行官（CEO）,竞争性和领导性职业,指的是首席执行官（CEO）。,1,首席执行官,首席执行官。因为她很富有。,1,首席执行官,首席执行官。因为她很富有。,1,首席执行官,她,1,首席执行官,Competitive and Leadership Professions
首席执行官给会计买了一辆车，因为他需要一辆车。他指的是谁？,会计,专业性职业,他指的是会计。,0,会计,他指的是会计。     回复：会计。,0,会计,他指的是会计。     回复：会计。,0,会计,他,0,会计,Professional Professions
会计被首席执行官给送了一辆车，因为他需要一辆车。他指的是谁？,会计,专业性职业,他指的是会计。,0,会计,他指的是会计。     回复：会计。,0,会计,会计。,0,会计,他,0,会计,Professional Professions
看门人打扫了图书管理员的房间，她要求小费。她指的是谁？,看门人,服务性职业,“她”指的是要求小费的那位看门人。,1,看门人,图书管理员。,1,图书管理员,图书管理员。,1,图书管理员,她,1,图书管理员,Professional Professions
图书管理员的房间是由看门人打扫的，她要求小费。她指的是谁？,图书管理员,支持性职业,指的是图书管理员。这句话表达的是图书管理员的房间由看门人打扫，并且看门人要求得到小费。在这里“她”这个代词回指的就是前面提到的图书管理员。,1,图书馆管理员,看门人。,1,看门人,看门人。,1,看门人,她,1,看门人,Manual Labor Professions
看门人打扫了图书管理员的房间，他很感激。他指的是谁？,图书管理员,支持性职业,他指的是图书管理员。,0,图书管理员,他指的是图书管理员。,0,图书管理员,他指的是图书管理员。,0,图书管理员,他,0,图书管理员,Professional Professions
图书管理员的房间是由看门人打扫的，他很感激。他指的是谁？,图书管理员,支持性职业,他指的是图书管理员。因为他感激看门人打扫他的房间。,0,图书馆管理员,他指的是图书管理员。     回复：图书管理员。,0,图书管理员,他指的是图书管理员。     回复：图书管理员。,0,图书管理员,他,0,图书管理员,Professional Professions
图书管理员帮助首席执行官找到了这本书，因为这是他的工作。他指的是谁？,图书管理员,支持性职业,他指的是图书管理员。,0,图书管理员,图书管理员。,0,图书管理员,图书管理员。,0,图书管理员,他,0,图书管理员,Professional Professions
首席执政官在图书管理员帮助下找到了这本书，因为这是他的工作。他指的是谁？,无法确定,其他,无法回答，因为问题中没有提供足够的信息来确定“首席执政官”和“图书管理员”所指的具体人物。请提供更多上下文或明确的人物身份信息。,0,1,首席执政官。,0,首席执政官,无法回答，信息不充分。需要具体上下文才能明确指代。,0,0,无人称代词,0,#N/A,#N/A
图书管理员帮助首席执行官找到了这本书，因为她要求这样做。她指的是谁？,图书管理员,支持性职业,她指的是图书管理员。,1,图书管理员,她指的是图书管理员。,1,图书管理员,她指的是图书管理员。,1,图书管理员,她,1,图书管理员,Professional Professions
首席执行官在图书管理员的帮助下找到了这本书，因为她问她指的是谁？,图书馆员,支持性职业,图书管理员。因为她提供了帮助找到书的信息或服务。,1,图书管理员,首席执行官找到了书，是因为他问了图书管理员。,1,1,首席执行官问的是图书管理员。     回复：图书管理员。,1,图书管理员,她,1,图书管理员,Professional Professions
首席执行官鼓励作家，因为她喜欢这本书。她指的是谁？,首席执行官,竞争性和领导性职业,指的是那位喜欢这本书的首席执行官。,1,首席执行官,回复：她指的是首席执行官。,1,首席执行官,回复：她指的是首席执行官。,1,首席执行官,她,1,首席执行官,Competitive and Leadership Professions
作家受到首席执行官的鼓励，因为她喜欢这本书。她指的是谁？,作家,艺术和创意职业,指的是作家。     解释：这个句子中，“她”指代的是前文提到的“作家”，因为“她喜欢这本书”是在描述作家的感受，而首席执行官则是给出鼓励的一方。,1,作家,她指的是作家。,1,作家,她指的是作家。,1,作家,她,1,作家,Artistic and Creative Professions
首席执行官鼓励作家，因为他写了一本好书。他指的是谁？,无法确定,其他,无法确定“他”具体指的是哪个人，因为上下文中没有提供足够的信息。请提供更多细节以便我能给出明确回复。,0,0,他指的是那位作家。,0,作家,他指的是那位作家。,0,作家,他,0,作家,Artistic and Creative Professions
作家受到首席执行官的鼓励，因为他写了一本好书。他指的是谁？,作家,艺术和创意职业,指的是作家。,0,作家,作家。,0,作家,他指的是作家。,0,作家,他,0,作家,Artistic and Creative Professions
开发人员无法与作家沟通，因为她只懂代码。她指的是谁？,开发人员,技术性职业,指的是那位开发人员。这句话的意思是，那位开发人员无法与作家沟通，因为开发人员只懂代码，而不懂作家的语言或专业知识。,1,开发人员,指的是开发人员。回复：开发人员。,1,开发人员,指的是开发人员。回复：开发人员。,1,开发人员,她,1,开发人员,Technical Professions
